2023-06-04 01:28:19,23,20-29 años,Female,Few times a week,Keyword,Multiple pages,Yes,Sometimes,Sometimes,Found a better price elsewhere,Occasionally,Yes,1,Yes,2,Yes,1,Yes,Few times a month,['Beauty and Personal Care'],Competitive prices,1,Reducing packaging waste
2023-06-04 02:30:44,23,20-29 años,Female,Few times a month,Keyword,Multiple pages,Yes,Rarely,Often,High shipping costs,Heavily,Yes,1,No,2,Sometimes,3,Yes,Once a month,['Clothing and Fashion'],Wide product selection,2,Reducing packaging waste
2023-06-04 05:04:56,24,20-29 años,Prefer not to say,Few times a month,Keyword,Multiple pages,Yes,Rarely,Sometimes,Found a better price elsewhere,Occasionally,No,2,No,4,No,3,No,Few times a month,"['Groceries and Gourmet Food', 'Clothing and Fashion']",Competitive prices,3,Product quality and accuracy
2023-06-04 05:13:00,24,20-29 años,Female,Few times a month,Keyword,First page,Maybe,Sometimes,Sometimes,Found a better price elsewhere,Heavily,Yes,5,Yes,3,Sometimes,3,Sometimes,Once a month,"['Beauty and Personal Care', 'Clothing and Fashion', 'others']",Competitive prices,4,Product quality and accuracy
2023-06-04 05:28:06,22,20-29 años,Female,Few times a month,Filter,Multiple pages,Yes,Rarely,Sometimes,High shipping costs,Heavily,Yes,1,No,4,Yes,2,Yes,Less than once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",Competitive prices,2,Product quality and accuracy
2023-06-04 06:01:59,21,20-29 años,Female,Rarely,categories,Multiple pages,Yes,Never,Rarely,Changed my mind or no longer need the item,Heavily,Yes,1,No,5,No,5,No,Less than once a month,['Clothing and Fashion'],Wide product selection,2,Product quality and accuracy
2023-06-04 06:31:41,22,20-29 años,Female,Rarely,Filter,Multiple pages,Yes,Rarely,Often,High shipping costs,Heavily,Yes,1,No,3,Sometimes,3,No,Less than once a month,['Clothing and Fashion'],Wide product selection,3,Shipping speed and reliability
2023-06-04 07:13:12,21,20-29 años,Female,Rarely,Keyword,Multiple pages,Yes,Rarely,Often,Found a better price elsewhere,Heavily,Sometimes,1,No,3,Sometimes,1,No,Few times a month,"['Beauty and Personal Care', 'Clothing and Fashion']",Competitive prices,3,Shipping speed and reliability
2023-06-04 07:23:21,20,20-29 años,Female,Few times a month,Keyword,First page,Yes,Often,Sometimes,Changed my mind or no longer need the item,Moderately,Yes,1,No,2,Yes,2,Sometimes,Less than once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",Wide product selection,2,Reducing packaging waste
2023-06-04 07:33:12,23,20-29 años,Female,Rarely,Keyword,Multiple pages,Yes,Rarely,Rarely,Found a better price elsewhere,Heavily,Yes,1,No,3,Yes,3,No,Less than once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",Wide product selection,4,Product quality and accuracy
2023-06-04 07:45:33,22,20-29 años,Female,Few times a month,categories,Multiple pages,Maybe,Sometimes,Sometimes,Found a better price elsewhere,Heavily,Yes,1,No,3,Sometimes,3,No,Less than once a month,['Clothing and Fashion'],Competitive prices,2,Shipping speed and reliability
2023-06-04 07:48:31,25,20-29 años,Female,Few times a week,Keyword,Multiple pages,Yes,Sometimes,Sometimes,High shipping costs,Heavily,Yes,1,Yes,3,Yes,3,No,Multiple times a week,"['Beauty and Personal Care', 'Clothing and Fashion', 'Home and Kitchen']",Wide product selection,1,Product quality and accuracy
2023-06-04 08:00:11,23,20-29 años,Female,Few times a month,Keyword,First page,Maybe,Rarely,Sometimes,Changed my mind or no longer need the item,Heavily,Sometimes,1,No,2,No,3,No,Less than once a month,"['Beauty and Personal Care', 'Clothing and Fashion']",Competitive prices,2,Product quality and accuracy
2023-06-04 08:01:45,24,20-29 años,Female,Few times a month,Keyword,Multiple pages,Yes,Often,Often,Changed my mind or no longer need the item,Moderately,Yes,1,Yes,2,Yes,2,No,Once a month,"['Clothing and Fashion', 'Home and Kitchen']",Wide product selection,2,Product quality and accuracy
2023-06-04 08:02:28,21,20-29 años,Female,Few times a week,Keyword,Multiple pages,Yes,Always,Often,Changed my mind or no longer need the item,Heavily,Yes,1,Yes,5,Sometimes,3,Yes,Less than once a month,['Beauty and Personal Care'],User-friendly website/app interface,1,Reducing packaging waste
2023-06-04 08:20:42,23,20-29 años,Female,Rarely,Filter,First page,Maybe,Sometimes,Sometimes,High shipping costs,Heavily,Yes,1,No,3,Sometimes,3,No,Less than once a month,['others'],User-friendly website/app interface,3,Shipping speed and reliability
2023-06-04 08:39:53,16,< 20 años,Male,Few times a month,Keyword,Multiple pages,Yes,Never,Sometimes,Found a better price elsewhere,Heavily,Yes,1,No,3,Sometimes,3,Sometimes,Few times a month,"['Clothing and Fashion', 'others']",Wide product selection,2,Shipping speed and reliability
2023-06-04 08:45:45,21,20-29 años,Female,Few times a month,Keyword,Multiple pages,Maybe,Never,Sometimes,others,Heavily,Yes,1,No,2,Yes,2,No,Less than once a month,['Clothing and Fashion'],Wide product selection,1,Shipping speed and reliability
2023-06-04 08:46:02,23,20-29 años,Female,Few times a month,Keyword,Multiple pages,Yes,Rarely,Sometimes,High shipping costs,Moderately,Yes,1,No,2,Sometimes,3,Sometimes,Few times a month,"['Beauty and Personal Care', 'Home and Kitchen']",Wide product selection,2,Customer service responsiveness
2023-06-04 08:48:59,25,20-29 años,Female,Few times a week,Keyword,Multiple pages,Yes,Rarely,Sometimes,Found a better price elsewhere,Heavily,Yes,1,No,4,Sometimes,3,No,Less than once a month,['Beauty and Personal Care'],Wide product selection,2,Product quality and accuracy
2023-06-04 08:49:49,64,>= 50 años,Male,Few times a month,Keyword,Multiple pages,No,Never,Often,Changed my mind or no longer need the item,Occasionally,Yes,3,No,2,Yes,1,No,Once a week,['Groceries and Gourmet Food'],Competitive prices,2,Reducing packaging waste
